NONE;FARMER;MINER;SPECIALIST
0.0;45.0;45.0;10.0
0.0;45.0;45.0;10.0
0.0;47.25;47.25;10.5
0.0;47.25;47.25;10.5
0.0;49.6125;49.6125;9.975
0.0;49.6125;49.6125;9.975
0.0;52.093125;47.131874999999994;9.47625
0.0;52.093125;47.131874999999994;9.47625
0.0;54.69778125;44.77528124999999;9.002437500000001
0.0;54.69778125;44.77528124999999;9.002437500000001
0.0;57.4326703125;42.536517187499996;8.552315625
0.0;57.4326703125;42.536517187499996;8.552315625
0.0;60.304303828125;40.40969132812499;8.124699843750001
0.0;60.304303828125;40.40969132812499;8.124699843750001
0.0;63.31951901953125;38.38920676171874;7.718464851562501
0.0;63.31951901953125;38.38920676171874;7.718464851562501
0.0;66.48549497050782;36.4697464236328;7.332541608984377
0.0;66.48549497050782;36.4697464236328;7.332541608984377
0.0;69.80976971903321;34.64625910245116;6.965914528535158
0.0;69.80976971903321;34.64625910245116;6.965914528535158
0.0;66.31928123308155;32.9139461473286;6.6176188021083995
0.0;66.31928123308155;32.9139461473286;6.6176188021083995
0.0;69.63524529473563;31.268248839962173;6.28673786200298
0.0;69.63524529473563;31.268248839962173;6.28673786200298
0.0;66.15348302999884;29.704836397964065;5.97240096890283
0.0;66.15348302999884;29.704836397964065;5.97240096890283
0.0;69.46115718149878;28.219594578065863;5.673780920457689
0.0;69.46115718149878;28.219594578065863;5.673780920457689
0.0;65.98809932242384;26.80861484916257;5.3900918744348045
0.0;65.98809932242384;26.80861484916257;5.3900918744348045
0.0;69.28750428854502;25.46818410670444;5.120587280713064
0.0;69.28750428854502;25.46818410670444;5.120587280713064
0.0;65.82312907411777;24.194774901369218;4.864557916677411
0.0;65.82312907411777;24.194774901369218;4.864557916677411
0.0;69.11428552782367;22.985036156300758;4.621330020843541
0.0;69.11428552782367;22.985036156300758;4.621330020843541
0.0;65.65857125143249;21.83578434848572;4.390263519801364
0.0;65.65857125143249;21.83578434848572;4.390263519801364
0.0;68.94149981400412;20.743995131061435;4.170750343811296
0.0;68.94149981400412;20.743995131061435;4.170750343811296
0.0;65.49442482330392;19.706795374508363;3.962212826620731
0.0;65.49442482330392;19.706795374508363;3.962212826620731
0.0;68.76914606446911;18.721455605782946;3.7641021852896945
0.0;68.76914606446911;18.721455605782946;3.7641021852896945
0.0;65.33068876124565;17.785382825493798;3.5758970760252096
0.0;65.33068876124565;17.785382825493798;3.5758970760252096
0.0;68.59722319930793;16.89611368421911;3.397102222223949
0.0;68.59722319930793;16.89611368421911;3.397102222223949
0.0;72.02708435927333;16.051308000008156;3.227247111112751
0.0;72.02708435927333;16.051308000008156;3.227247111112751
0.0;68.42573014130967;15.248742600007748;3.065884755557114
0.0;68.42573014130967;15.248742600007748;3.065884755557114
0.0;71.84701664837516;14.48630547000736;2.912590517779258
0.0;71.84701664837516;14.48630547000736;2.912590517779258
0.0;68.2546658159564;13.761990196506993;2.766960991890295
0.0;68.2546658159564;13.761990196506993;2.766960991890295
0.0;71.66739910675422;13.073890686681644;2.62861294229578
0.0;71.66739910675422;13.073890686681644;2.62861294229578
0.0;68.0840291514165;12.420196152347561;2.497182295180991
0.0;68.0840291514165;12.420196152347561;2.497182295180991
0.0;71.48823060898732;11.799186344730183;2.3723231804219416
0.0;71.48823060898732;11.799186344730183;2.3723231804219416
0.0;67.91381907853795;11.209227027493673;2.2537070214008446
0.0;67.91381907853795;11.209227027493673;2.2537070214008446
0.0;71.30951003246486;10.64876567611899;2.1410216703308023
